# Steps: 4000000000
# Save frequency: 1000000
# M: 64
# L: 8
# beta: 1
# mu: 0.84
step,total_rods,horizontal_rods,vertical_rods
3862000000,372,1,371
3863000000,363,12,351
3864000000,365,20,345
3865000000,367,4,363
3866000000,368,1,367
3867000000,376,0,376
3868000000,375,7,368
3869000000,380,13,367
3870000000,373,2,371
3871000000,371,0,371
3872000000,377,0,377
3873000000,371,1,370
3874000000,366,8,358
3875000000,376,12,364
3876000000,367,2,365
3877000000,370,0,370
3878000000,369,0,369
3879000000,384,0,384
3880000000,364,6,358
3881000000,361,7,354
3882000000,359,11,348
3883000000,374,6,368
3884000000,361,7,354
3885000000,370,0,370
3886000000,367,1,366
3887000000,376,1,375
3888000000,365,0,365
3889000000,377,0,377
3890000000,368,0,368
3891000000,366,0,366
3892000000,368,5,363
3893000000,378,3,375
3894000000,364,1,363
3895000000,377,0,377
3896000000,374,0,374
3897000000,372,0,372
3898000000,368,0,368
3899000000,361,0,361
3900000000,381,2,379
3901000000,356,0,356
3902000000,374,12,362
3903000000,376,1,375
3904000000,359,11,348
3905000000,364,11,353
3906000000,364,8,356
3907000000,373,10,363
3908000000,370,18,352
3909000000,361,12,349
3910000000,364,10,354
3911000000,375,3,372
3912000000,359,3,356
3913000000,372,10,362
3914000000,364,6,358
3915000000,361,1,360
3916000000,371,3,368
3917000000,369,1,368
3918000000,375,1,374
3919000000,368,0,368
3920000000,373,0,373
3921000000,371,0,371
3922000000,368,0,368
3923000000,376,0,376
3924000000,374,2,372
3925000000,377,1,376
3926000000,372,2,370
3927000000,370,8,362
3928000000,376,11,365
3929000000,375,0,375
3930000000,360,0,360
3931000000,362,2,360
3932000000,361,0,361
3933000000,373,0,373
3934000000,376,0,376
3935000000,377,0,377
3936000000,371,3,368
3937000000,356,4,352
3938000000,366,1,365
3939000000,369,0,369
3940000000,374,0,374
3941000000,361,5,356
3942000000,356,4,352
3943000000,373,10,363
3944000000,371,0,371
3945000000,362,5,357
3946000000,369,1,368
3947000000,372,5,367
3948000000,369,8,361
3949000000,378,6,372
3950000000,373,5,368
3951000000,366,6,360
3952000000,358,16,342
3953000000,366,9,357
3954000000,367,5,362
3955000000,372,5,367
3956000000,364,7,357
3957000000,366,1,365
3958000000,359,16,343
3959000000,373,11,362
3960000000,373,12,361
3961000000,379,9,370
3962000000,359,5,354
3963000000,369,7,362
3964000000,372,15,357
3965000000,382,14,368
3966000000,367,4,363
3967000000,355,5,350
3968000000,363,25,338
3969000000,369,17,352
3970000000,376,0,376
3971000000,371,0,371
3972000000,361,2,359
3973000000,366,0,366
3974000000,375,4,371
3975000000,372,0,372
3976000000,365,0,365
3977000000,371,6,365
3978000000,365,9,356
3979000000,367,6,361
3980000000,358,22,336
3981000000,367,26,341
3982000000,372,27,345
3983000000,367,35,332
3984000000,372,48,324
3985000000,360,54,306
3986000000,362,52,310
3987000000,360,40,320
3988000000,362,42,320
3989000000,363,40,323
3990000000,360,41,319
3991000000,357,22,335
3992000000,367,31,336
3993000000,360,38,322
3994000000,351,35,316
3995000000,367,33,334
3996000000,369,30,339
3997000000,370,26,344
3998000000,353,33,320
3999000000,356,27,329
