# Steps: 40000
# Save frequency: 100
# M: 64
# L: 8
# beta: 1
# mu: 0.84
step,total_rods,horizontal_rods,vertical_rods
19500,342,187,155
19600,342,187,155
19700,342,187,155
19800,343,186,157
19900,342,185,157
20000,342,185,157
20100,341,185,156
20200,340,185,155
20300,339,185,154
20400,339,185,154
20500,341,187,154
20600,342,187,155
20700,340,186,154
20800,340,186,154
20900,340,186,154
21000,343,187,156
21100,343,187,156
21200,342,187,155
21300,343,188,155
21400,345,189,156
21500,346,188,158
21600,345,187,158
21700,344,185,159
21800,345,185,160
21900,345,186,159
22000,344,186,158
22100,344,186,158
22200,343,186,157
22300,342,186,156
22400,342,187,155
22500,342,187,155
22600,344,188,156
22700,343,188,155
22800,342,187,155
22900,340,185,155
23000,340,185,155
23100,336,182,154
23200,338,183,155
23300,338,182,156
23400,337,182,155
23500,336,181,155
23600,333,179,154
23700,334,180,154
23800,333,180,153
23900,333,180,153
24000,335,182,153
24100,335,182,153
24200,333,181,152
24300,332,180,152
24400,331,179,152
24500,331,179,152
24600,331,179,152
24700,332,180,152
24800,331,180,151
24900,330,180,150
25000,332,181,151
25100,334,182,152
25200,334,181,153
25300,334,180,154
25400,337,181,156
25500,338,182,156
25600,338,182,156
25700,338,182,156
25800,338,181,157
25900,339,182,157
26000,337,180,157
26100,338,181,157
26200,337,181,156
26300,336,179,157
26400,338,181,157
26500,339,181,158
26600,338,181,157
26700,338,181,157
26800,339,182,157
26900,340,183,157
27000,341,184,157
27100,342,185,157
27200,341,184,157
27300,339,182,157
27400,341,184,157
27500,344,186,158
27600,346,188,158
27700,346,188,158
27800,346,188,158
27900,347,190,157
28000,348,191,157
28100,347,190,157
28200,348,191,157
28300,347,190,157
28400,346,189,157
28500,346,189,157
28600,345,188,157
28700,348,189,159
28800,348,189,159
28900,351,191,160
29000,351,191,160
29100,352,192,160
29200,354,193,161
29300,353,193,160
29400,352,192,160
29500,349,190,159
29600,349,191,158
29700,349,190,159
29800,350,191,159
29900,351,192,159
30000,352,192,160
30100,353,193,160
30200,353,194,159
30300,352,193,159
30400,352,193,159
30500,353,193,160
30600,353,193,160
30700,352,192,160
30800,353,192,161
30900,353,192,161
31000,353,192,161
31100,353,192,161
31200,351,191,160
31300,349,191,158
31400,350,191,159
31500,350,190,160
31600,351,192,159
31700,350,191,159
31800,351,191,160
31900,352,192,160
32000,352,192,160
32100,353,192,161
32200,351,190,161
32300,352,190,162
32400,351,189,162
32500,352,190,162
32600,351,190,161
32700,351,190,161
32800,352,191,161
32900,351,190,161
33000,350,189,161
33100,351,190,161
33200,351,191,160
33300,351,191,160
33400,349,189,160
33500,350,189,161
33600,349,188,161
33700,350,188,162
33800,348,186,162
33900,349,187,162
34000,349,188,161
34100,348,188,160
34200,348,188,160
34300,348,188,160
34400,347,187,160
34500,348,187,161
34600,349,188,161
34700,349,188,161
34800,348,188,160
34900,345,187,158
35000,347,189,158
35100,348,190,158
35200,348,190,158
35300,345,188,157
35400,345,187,158
35500,344,185,159
35600,345,186,159
35700,345,186,159
35800,345,186,159
35900,347,187,160
36000,348,188,160
36100,350,189,161
36200,350,189,161
36300,349,188,161
36400,349,188,161
36500,349,188,161
36600,349,188,161
36700,348,187,161
36800,349,187,162
36900,348,187,161
37000,348,188,160
37100,348,188,160
37200,348,189,159
37300,350,191,159
37400,350,190,160
37500,348,188,160
37600,348,189,159
37700,347,188,159
37800,346,187,159
37900,346,187,159
38000,345,188,157
38100,345,188,157
38200,343,188,155
38300,341,187,154
38400,340,186,154
38500,338,186,152
38600,340,188,152
38700,340,188,152
38800,339,188,151
38900,339,188,151
39000,339,188,151
39100,338,187,151
39200,338,187,151
39300,339,188,151
39400,339,188,151
39500,339,188,151
39600,340,188,152
39700,339,187,152
39800,338,187,151
39900,335,184,151
